Name,College,POS,Height (in),Weight (lbs),40 Yrd Dash,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,Drafted?
Jeno James,Auburn,OG,75,320,5.62,24,25.5,94,5.22,8.51,0
Brandon Jennings,Texas A&M,FS,73,198,4.51,16,38,123,4.14,6.91,0
Dwight Johnson,Baylor,DT,76,285,4.97,26,28,105,4.76,7.51,0
Eric Johnson,Nebraska,SS,73,215,4.6,12,38,121,4.17,6.96,0
Matt Johnson,BYU,OG,76,345,5.56,35,28,99,4.99,8.07,1
Fred Jones,Colorado,OLB,74,247,4.95,17,32,113,4.39,7.27,0
John Jones,Indiana (PA),TE,76,248,4.63,13,38.5,125,4.43,7.33,0
Leander Jordan,Indiana (PA),OG,76,330,5.46,25,31,104,4.76,7.91,0
Morgan Kane,Wake Forest,RB,73,221,4.62,29,37.5,121,4.16,6.81,0
Curtis Keaton,James Madison,RB,70,214,4.41,23,41.5,131,3.93,6.82,0
Tinker Keck,Cincinnati,SS,73,200,4.55,15,36.5,120,4.31,6.96,0
Ben Kelly,Colorado,CB,69,183,4.53,17,36,116,3.95,6.63,0
Kenoy Kennedy,Arkansas,FS,73,221,4.71,8,33.5,113,4.38,7.08,0
Andrew Kline,San Diego State,OG,74,305,5.43,26,28,103,4.6,7.54,0
Leif Larsen,Texas-El Paso,DT,77,300,5.08,45,30,110,4.37,7.46,0
Al Lucas,Troy,DT,73,294,5,28,36,108,4.56,7.44,0
Dustin Lyman,Wake Forest,ILB,76,259,4.7,22,35,118,4.06,6.86,0
Anthony Malbrough,Texas Tech,CB,69,184,4.44,20,35.5,117,4,6.73,0
Damion McIntosh,Kansas State,OT,76,328,5.31,23,26,97,4.71,7.72,0
Alvin McKinley,Mississippi State,DT,76,289,5.09,22,27.5,102,4.61,7.73,0
Brad Meester,Northern Iowa,C,76,298,5.12,25,34,110,4.43,7.46,0
Rob Meier,Washington State,DE,77,284,4.99,27,30.5,113,4.52,7.49,0
Richard Mercier,Miami,OG,75,295,5.39,18,26,97,4.78,7.84,0
Keith Miller,California,ILB,73,246,4.97,24,27.5,110,4.43,7.37,0
Michael Moore,Troy,OG,75,320,5.45,34,24.5,94,5.06,8.37,0
Rob Morris,BYU,ILB,74,250,4.77,18,33,113,4.17,6.93,0
Sammy Morris,Texas Tech,FB,73,221,4.65,23,37.5,117,4.21,7.05,0
Kualana Noa,Hawaii,OT,76,317,5.35,27,25.5,98,4.74,7.82,0
Andre O'Neal,Marshall,ILB,73,235,4.72,16,34,114,4.24,7.3,0
Matt O'Neal,Oklahoma,C,75,277,5.06,17,27.5,94,4.72,7.59,0
Erik Olson,Colorado,SS,73,208,4.63,17,35,115,4.21,6.81,0
Cedric Pittman,Nevada,OLB,75,261,4.9,20,30.5,111,4.52,7.75,0
DaShon Polk,Arizona,OLB,74,233,4.75,18,32,111,4.45,7.43,0
Hank Poteat,Pittsburgh,CB,70,197,4.57,16,37,126,4,6.66,0
Travis Prentice,Miami (OH),RB,73,225,4.5,23,37,115,4.4,6.92,0
Chase Raynock,Montana,OT,78,308,5.5,22,25,94,5,8.73,0
Quinton Reese,Auburn,DE,76,283,5.13,18,30,101,4.68,7.91,0
Tutan Reyes,Mississippi,OT,75,299,5.37,20,26.5,99,4.88,7.49,0
Fred Robbins,Wake Forest,DT,76,312,5.09,25,29.5,94,4.72,7.72,0
Greg Robinson-Randall,Michigan State,OT,78,333,5.59,22,26,95,5.13,8.15,0
Roger Roesler,Texas,OG,78,314,5.31,25,29.5,101,4.76,8.31,0
Phillip Rogers,Georgia Tech,RB,73,232,4.68,19,37,124,4.31,7.21,0
Ketric Sanford,Houston,RB,68,199,4.6,12,32,118,4.3,6.63,0
Sekou Sanyika,California,OLB,75,241,4.75,21,32.5,111,4.38,7.33,0
Tony Scott,North Carolina State,CB,70,193,4.5,11,34,115,4.24,7.45,0
Richard Seals,Utah,DT,74,316,5.13,24,28.5,102,4.6,7.78,0
Wes Shivers,Mississippi State,OT,78,318,5.65,18,22.5,98,4.81,8.48,0
Mark Simoneau,Kansas State,OLB,73,237,4.6,24,36,117,4.09,7.08,0
Peter Sirmon,Oregon,ILB,74,246,4.84,20,34.5,115,4.27,7.21,0
T.J. Slaughter,Southern Mississippi,ILB,73,247,4.87,24,30,112,4.26,7.08,0
Dwyte Smiley,Youngstown State (OH),FS,73,198,4.57,13,35,115,4.29,7.18,0
Marvel Smith,Arizona State,OT,77,320,5.37,24,27.5,100,4.83,7.87,0
Terrelle Smith,Arizona State,FB,73,249,5,19,32.5,109,4.85,8.38,0
Rashon Spikes,North Carolina State,RB,71,204,4.78,13,33,113,4.47,7.18,0
Dave Stachelski,Boise State,TE,75,250,4.78,24,38,115,4.14,6.84,0
Shyrone Stith,Virginia Tech,RB,68,204,4.6,13,35,111,4.14,7.14,0
Mark Tauscher,Wisconsin,OG,76,318,5.37,22,27,90,4.84,7.91,0
Michael Thompson,Tennessee State,OT,77,305,5.28,16,26,104,4.73,7.99,0
Travares Tillman,Georgia Tech,FS,73,194,4.6,15,37.5,123,4.29,6.95,0
Mao Tosi,Idaho,DT,77,310,5.26,19,28.5,99,4.6,7.72,0
Mac Tuiaea,Washington,DT,78,296,5.09,25,29,99,4.72,7.82,0
Ryan Tujague,Washington State,OG,77,297,5.16,21,27,96,4.95,8.18,0
Jeff Ulbrich,Hawaii,ILB,73,249,4.65,24,32,109,4.3,7.23,0
Brian Urlacher,New Mexico,OLB,76,258,4.59,27,34,122,4.18,6.94,0
Darrick Vaughn,Texas State,CB,71,196,4.53,14,36.5,121,4.16,7.09,0
Andy Vincent,Texas A&M,OG,76,306,5.2,14,28.5,108,4.42,7.54,0
Todd Wade,Mississippi,OT,80,326,5.22,29,27.5,101,4.68,7.68,0
Steve Warren,Nebraska,DT,73,307,5.1,29,30.5,105,4.56,7.97,0
Jason Webster,Texas A&M,CB,69,180,4.42,17,35.5,122,3.98,6.76,0
Damon Wheeler,Colorado,CB,69,179,4.51,11,35,115,4.27,7.21,0
Bobby Williams,Arkansas,OT,76,332,5.31,28,29,97,4.72,7.78,0
Jack Williams,Azusa Pacific,SS,70,206,4.72,15,31.5,108,4.65,7.15,0
Destry Wright,Jackson State,RB,71,216,4.84,15,29.5,112,4.41,7.15,0
Brian Young,Texas-El Paso,DE,75,278,4.94,27,29.5,106,4.47,7.2,0
Rahim Abdullah,Clemson,OLB,77,244,4.85,17,34,118,4.36,7.24,0
Ben Adams,Texas,OG,77,324,5.36,26,25.5,98,4.83,7.86,0
Phillip Armour,North Texas,C,75,318,5.53,23,30.5,100,4.59,7.63,0
Brendon Ayanbadejo,UCLA,OLB,73,234,4.67,18,36,117,4.36,7.57,0
Jerry Azumah,New Hampshire,RB,70,195,4.48,15,43.5,132,3.86,6.9,0
Lionel Barnes,North Carolina Central,DE,77,264,5,24,34,112,4.52,7.51,0
Marlon Barnes,Colorado,RB,70,211,4.49,18,35.5,120,4.32,7.31,0
Eric Barton,Maryland,ILB,75,247,4.68,20,32,112,4.32,7.6,0
Michael Basnight,North Carolina A&T,RB,73,241,4.6,18,34.5,118,4.42,7.34,0
Albrey Battle,Arizona State,DT,75,294,5.38,23,29,101,4.66,8.15,0
Donald Broomfield,Clemson,DT,75,302,5.08,24,31,106,4.34,7.75,0
Larry Brown,Georgia,TE,77,278,4.94,20,34,113,4.5,7.35,0
Wilbert Brown,Houston,OG,74,311,5.58,22,26,98,5.02,8.46,0
Tony Bryant,Florida State,DE,76,273,4.85,16,34.5,111,4.57,7.57,0
Brandon Bulsworth,Arkansas,OG,76,308,5.01,24,31.5,111,4.43,7.43,0
Thomas Burke,Wisconsin,DE,74,264,4.84,24,35,111,4.38,7.42,0
Justin Burroughs,North Carolina State,C,76,288,4.86,23,33,114,4.23,7.36,0
Dan Campbell,Texas A&M,TE,77,263,4.85,25,36,121,4.07,7,0
Johndale Carty,Utah State,FS,73,192,4.58,12,40,126,4.15,7,0
Chris Claiborne,Southern California,ILB,75,248,4.63,16,34,116,4.37,7.68,0
Desmond Clark,Wake Forest,TE,75,255,4.86,12,31,113,4.35,7.3,0
Mike Cloud,Boston College,RB,71,200,4.56,17,38.5,117,4.16,6.8,0
Rich Coady,Texas A&M,SS,73,210,4.55,20,36,119,3.88,7.11,0
Tony Coats,Washington,OG,79,312,5.35,21,30,101,4.54,7.79,0
Antonio Cochran,Georgia,DE,76,297,5.12,19,33,112,4.55,7.87,0
Nikia Codie,Baylor,FS,75,207,4.57,17,34,121,4.2,7.21,0
Willie Cohens,Florida,DE,75,264,5,29,33.5,108,4.52,7.84,0
Alphonso Collins,East Carolina,TE,74,281,4.83,20,32.5,108,4.41,7.37,0
Kris Comstock,Kentucky,OT,80,319,5.55,17,23.5,101,4.84,8.19,0
Rashard Cook,Southern California,FS,71,197,4.77,13,36,122,4.3,7.2,0
Mondell Corbett,East Carolina,OG,74,313,5.41,21,29,100,4.77,8.03,0
Jason Craft,Colorado State,CB,70,178,4.52,14,37.5,113,4.2,6.97,0
Chris Cummings,Louisiana State,CB,68,186,4.48,21,34.5,125,4.14,6.87,0
DeMarcus Curry,Auburn,OT,77,317,5.35,20,25.5,98,4.69,7.98,0
Tony D'Amato,Utah State,ILB,71,240,4.77,34,30,106,4.4,7.5,0
Aaron Dalan,Washington,OT,80,328,5.24,23,23.5,99,4.61,8.03,0
Antico Dalton,Hampton,OLB,73,242,4.71,30,35,117,4.32,7.49,0
Robert Daniel,Northwestern State (LA),DE,78,281,5.04,24,28.5,110,4.86,7.91,0
Russell Davis,North Carolina,DT,76,294,4.95,27,27.5,104,4.56,8.06,0
Eric De Groh,West Virginia,C,76,324,5.53,23,28,102,4.56,7.79,0
James Dearth,Tarleton State (TX),TE,76,273,5.01,25,29.5,112,4.57,8.3,0
Autry Denson,Notre Dame,RB,70,197,4.67,20,31,116,4.15,6.97,0
Dan Dercher,Kansas,OT,78,293,5.28,14,28,109,4.49,7.78,0
Jared DeVries,Iowa,DT,76,279,4.97,24,32.5,111,4.14,7.28,0
Adrian Dingle,Clemson,DE,75,290,4.94,20,33,112,4.4,7.43,0
Antonio Dingle,Virginia,DT,74,320,5.26,22,31,102,4.85,8.12,0
Charles Dorsey,Auburn,DT,74,283,4.93,24,31,112,4.52,7.48,0
Kelvin Eafon,Arizona,FB,70,221,4.63,17,32,113,4.24,7.18,0
Brian Edwards,East Tennessee State,FB,73,223,4.66,18,35.5,122,4.19,7.12,0
Eric Edwards,Oregon,CB,71,180,4.65,10,34,113,4.27,7.3,0
Justin Ernest,Eastern Kentucky,DT,75,281,4.79,51,31,113,4.24,7.37,0
Dan Falcon,Western Michigan,DT,74,274,4.77,23,33,113,4.19,7.21,0
Kris Farris,UCLA,OT,80,313,5.12,20,24,95,4.76,8,0
Jermaine Fazande,Oklahoma,FB,73,268,4.79,18,31.5,107,4.7,8.06,0
Jim Finn,Pennsylvania,FB,70,228,4.62,24,31.5,108,4.21,7.18,0
Bryce Fisher,Air Force,DE,76,283,5,19,31,106,4.34,7.64,0
Jay Foreman,Nebraska,ILB,73,241,4.66,20,36,117,4.16,7.2,0
Rufus French,Mississippi,TE,75,256,4.92,20,32,106,4.5,7.78,0
Lennie Friedman,Duke,OG,75,301,5.36,25,29,100,4.51,8.04,0
Todd Frohbieter,Arkansas State,OT,78,323,5.28,20,27,100,4.51,7.98,0
Chris Gall,Indiana,FB,73,229,4.79,23,31,108,4.34,7.43,0
Jason Gamble,Clemson,C,74,302,5.18,24,28.5,105,4.54,7.84,0
Barry Gardner,Northwestern,ILB,73,242,4.71,25,33,113,4.32,7.42,0
Kelvin Garmon,Baylor,OG,75,329,5.09,23,25,96,4.66,7.84,0
Olandis Gary,Georgia,RB,73,216,4.71,22,34,116,4.13,7.15,0
Tony George,Florida,SS,71,198,4.61,15,36.5,117,4.24,7.3,0
Aaron Gibson,Wisconsin,OT,78,386,5.35,31,24,111,4.54,7.99,0
Marquis Gibson,Missouri,OLB,74,227,4.68,15,33,115,4.3,7.39,0
Justin Glasgow,Kansas,OG,77,328,5.35,35,24,95,4.59,7.98,0
Phil Glover,Utah,OLB,73,239,4.69,26,36.5,121,4.36,7.67,0
Matt Graham,Indiana State,SS,71,207,4.44,21,35,117,3.86,6.87,0
Anthony Gray,Western New Mexico,RB,73,228,4.69,16,32.5,115,4.23,7.1,0
Cornell Green,Central Florida,OT,79,326,5.55,18,23,92,4.8,8.43,0
Lamont Green,Florida,OLB,75,226,4.76,18,33,114,4.48,7.66,0
Kelly Gregg,Oklahoma,DT,73,302,5.27,26,24,96,4.45,7.72,0
Billy Gustin,Purdue,FS,73,192,4.38,15,37,121,3.99,7.03,0
Ryan Hale,Arkansas,DT,76,295,5.18,8,30.5,104,4.38,7.53,0
Cory Hall,Fresno State,FS,73,202,4.54,17,36,123,4.29,7.18,0
Derrick Ham,Miami,DE,76,257,4.91,24,28.5,105,4.54,7.84,0
Steve Heiden,San Diego State,TE,77,260,4.84,26,32,121,4.11,6.96,0
Madre Hill,Arkansas,RB,73,199,4.54,20,32,113,4.31,6.9,0
Jay Hinton,Morgan State (MD),RB,71,200,4.29,18,43.5,134,3.86,6.86,0
Warrick Holdman,Texas A&M,OLB,74,233,4.69,16,35,123,4.06,7.22,0
Kevin Homer,Chadron State (NE),ILB,75,241,4.98,15,32.5,112,4.33,7.41,0
Chris Hood,Alabama,DT,73,281,5.16,17,26,100,4.8,8.1,0
Tyrone Hopson,Eastern Kentucky,OG,75,319,5.21,20,26,102,4.62,7.86,0
Terry Houzah,Mississippi Valley State,ILB,73,238,4.84,18,33,115,4.37,7.56,0
Bobbie Howard,Notre Dame,ILB,70,232,4.74,16,30,110,4.48,7.52,0
Matt Hughes,Iowa,ILB,75,251,4.76,14,31,111,4.33,7.42,0
Corey Hulsey,Clemson,OG,77,367,5.73,31,25,96,4.89,8.21,0
Cletidus Hunt,Kentucky State,DT,76,293,4.98,17,31.5,111,4.73,8.08,0
Robert Hunt,Virginia,OG,75,291,5.17,23,24,94,4.66,7.93,0
Dexter Jackson,Florida State,FS,73,196,4.61,16,36,117,4.06,6.96,0
Sheldon Jackson,Nebraska,TE,75,243,4.82,14,30.5,105,4.47,7.36,0
Terry Jackson,Florida,FB,71,222,4.71,26,32.5,112,4.21,7.21,0
Jon Jansen,Michigan,OT,79,305,5.3,22,27,100,4.61,7.62,0
Love Jefferson,Washington State,TE,74,262,4.89,18,33,109,4.61,7.33,0
John Jennings,Belhaven,TE,76,241,4.81,20,29,113,4.53,7.5,0
Garrett Johnson,Illinois,DT,75,286,5.16,22,28,104,4.45,7.74,0
Olrick Johnson,Florida A&M,ILB,73,246,4.97,27,29.5,103,4.24,7.73,0
Paris Johnson,Miami (OH),SS,74,207,4.71,16,35,117,4.32,7.49,0
Bryan Jones,Oregon,OLB,76,210,4.61,12,35,118,4.28,7.21,0
Corby Jones,Missouri,RB,71,223,4.69,15,31.5,112,4.18,7.14,0
Jermaine Jones,Northwestern State (LA),CB,68,180,4.53,12,38.5,118,3.96,6.79,0
Willie Jones,Grambling State (LA),OT,79,372,5.58,30,26,102,4.78,8.01,0
Gana Joseph,Oklahoma,FS,73,212,4.5,17,32,109,4.32,7.48,0
Sori Kanu,Michigan State,FS,71,193,4.69,14,35,115,4.21,7.36,0
Jeff Kelly,Kansas State,ILB,73,256,4.95,16,32,112,4.37,7.65,0
Chad Kelsay,Nebraska,OLB,75,254,4.94,22,35.5,116,4.3,7.09,0
Patrick Kerney,Virginia,DE,78,266,4.72,21,31,111,4.42,7.45,0
Jaime Kimbrough,Fresno State,RB,68,198,4.71,22,34.5,113,4.32,7.4,0
Eric King,Richmond,OG,77,290,5.1,27,27,105,4.36,7.46,0
Lamar King,Saginaw Valley State (MI),DE,75,299,4.77,22,30,108,4.28,7.4,0
Jim Kleinsasser,North Dakota,TE,75,272,4.79,18,34.5,114,4.33,7.24,0
Josh Kobdish,Fresno State,OT,78,301,5.43,21,24,98,4.83,7.98,0
Steve Konopka,C.W. Post,DT,76,298,5.14,21,27,106,4.55,7.9,0
Kevin Landolt,West Virginia,DT,77,298,5.15,17,27,111,4.27,7.57,0
Dan Lauta,Buffalo,OT,76,301,5.15,26,26,101,4.54,7.79,0
Courtney Ledyard,Michigan State,ILB,74,250,5.12,20,34.5,115,4.24,7.85,0
Derek Lewis,Texas,TE,74,250,4.87,25,27.5,106,4.26,7.41,0
David Loverne,San Jose State,OG,75,292,5.19,23,25,96,4.43,7.49,0
Joel Makovicka,Nebraska,FB,71,245,4.81,18,32.5,106,4.05,6.72,0
Deshone Mallard,Southern Mississippi,CB,70,186,4.51,10,35.5,117,4.25,7.31,0
Cecil Martin,Wisconsin,FB,73,239,4.83,22,35.5,110,4.22,7.31,0
Jonathan McCall,Central Michigan,DE,74,273,4.91,19,31,113,4.38,7.41,0
Todd McClure,Louisiana State,C,74,298,5.24,29,28,98,4.51,7.81,0
Kevin McCullar,Texas Tech,OLB,75,245,5,12,30,107,4.21,7.14,0
Daylon McCutcheon,Southern California,CB,69,180,4.48,13,36,118,4.35,7.21,0
Anthony McFarland,Louisiana State,DT,73,299,4.85,25,28.5,120,4.28,7.98,0
C.J. McLain,Arkansas,OLB,75,243,4.72,21,36,117,4.25,7.2,0
John McLaughlin,California,OLB,75,247,4.67,18,31.5,107,4.14,6.84,0
Arnold Miller,Louisiana State,DE,76,240,4.77,12,33.5,120,4.12,7.01,0
Jason Mills,Tulsa,OG,77,315,5.48,30,24,105,4.67,7.87,0
Paul Miranda,Central Florida,CB,70,180,4.42,11,40.5,125,4.1,7.18,0
Donald Mitchell,Southern Methodist,CB,70,187,4.47,24,37,121,4.08,6.87,0
Damon Moore,Ohio State,SS,71,209,4.6,21,35,118,4.22,7.18,0
Ulysses Moore,Liberty,OG,74,313,5.45,24,26,103,4.67,7.98,0
Dee Moronkola,Washington State,CB,69,204,4.45,17,33.5,112,4.12,7.11,0
Gerald Neasman,Kansas State,CB,70,186,4.64,10,31.5,115,4.41,7.96,0
Jamar Nesbit,South Carolina,C,76,336,5.26,23,26.5,88,4.91,8,0
Mike Newell,Colorado State,C,76,292,5.25,25,28.5,104,4.69,7.88,0
Robert Newkirk,Michigan State,DT,75,298,5.21,20,26,105,4.73,8.08,0
Keith Newman,North Carolina,ILB,75,239,4.78,18,32,111,4.37,7.94,0
Ben Nichols,Colorado,OG,77,307,5.24,29,30,104,4.67,8.22,0
Rick Nord,Louisville,OG,78,306,5.3,21,25.5,98,4.73,8.01,0
Jeremy Offutt,Oklahoma State,C,77,310,5.17,20,26,100,4.77,7.98,0
Kendell Ogle,Maryland,OLB,73,235,4.7,20,35,119,4.05,7.44,0
Chike Okeafor,Purdue,OLB,77,254,4.74,17,36.5,118,4.2,7.09,0
Patterson Owens,Houston,DE,78,273,4.88,19,35,118,4.34,7.56,0
Craig Page,Georgia Tech,C,75,295,5.13,38,32,117,4.51,7.43,0
Anthony Parker,Weber State (UT),CB,73,197,4.39,8,31,113,4.27,7.56,0
De'Mond Parker,Oklahoma,RB,70,189,4.49,13,41.5,120,4.16,7.28,0
Jeff Paulk,Arizona State,FB,73,242,4.69,27,35.5,116,4.44,7.81,0
Chad Pegues,Illinois State,DT,73,289,5.31,25,26,100,4.69,7.88,0
Jason Perry,North Carolina State,FS,73,200,4.58,17,36.5,124,4.23,7.31,0
Mike Peterson,Florida,OLB,74,233,4.47,18,36,118,4.08,7.07,0
Luke Petitgout,Notre Dame,OT,78,315,5.21,33,29,102,4.48,7.53,0
Zach Piller,Florida,OT,77,331,5.19,40,26.5,100,4.68,8.12,0
Joey Porter,Colorado State,OLB,75,241,4.68,27,39,124,4.41,7.37,0
Pierson Prioleau,Virginia Tech,FS,70,191,4.55,18,42,134,3.97,7.28,0
Brian Pukenas,West Virginia,OG,76,303,5.41,25,26.5,98,4.73,8.09,0
Ian Rafferty,North Carolina State,OT,77,296,5.49,25,23.5,99,4.86,7.94,0
Wali Rainer,Virginia,ILB,74,241,4.91,26,32,111,4.33,7.83,0
Montae Reagor,Texas Tech,DE,74,263,4.84,20,34.5,108,4.23,7.36,0
Cleve Roberts,Troy,OT,78,290,5.37,16,23.5,94,4.86,8.34,0
Brian Rogers,Oregon State,ILB,74,239,4.76,19,36,109,4.39,7.34,0
Derek Rose,Iowa,C,75,283,5.22,21,25.5,96,4.9,8.24,0
Marek Rubin,Yale,OT,78,310,5.36,26,25,96,4.76,8.19,0
Mike Rucker,Nebraska,DE,77,260,4.85,17,33.5,115,4.33,7.4,0
Grey Ruegamer,Arizona State,C,77,315,5.34,18,27.5,94,4.68,7.81,0
Orlando Ruff,Furman,ILB,74,248,4.99,22,33,113,4.33,7.4,0
Johnny Rutledge,Florida,ILB,74,245,4.63,18,33,115,4.21,7.27,0
Khari Samuel,Massachusetts,ILB,75,242,4.84,24,35,118,4.34,7.56,0
Talance Sawyer,UNLV,DE,74,268,4.89,23,31.5,112,4.35,7.8,0
Tom Schau,Illinois,C,77,302,5.33,24,28,109,4.53,7.5,0
Brad Scioli,Penn State,DE,75,277,4.92,23,33.5,108,4.27,7.37,0
Thomas Seih,Texas Southern,RB,69,212,4.57,16,35,116,4.31,7.28,0
L.J. Shelton,Eastern Michigan,OT,78,341,5.44,22,29.5,100,4.77,7.87,0
Scott Shields,Weber State (UT),SS,76,228,4.55,23,35,123,4.06,7.03,0
Bobby Singh,Portland State (OR),OG,75,316,5.43,24,26,94,4.72,7.92,0
Andre Slappey,Albany State (GA),DT,77,302,5.75,19,25.5,97,4.94,8.72,0
Aaron Smith,Northern Colorado,DE,77,279,5.06,19,29.5,110,4.34,7.48,0
Brian Smith,Alabama-Birmingham,OLB,73,252,4.94,21,32.5,108,4.67,7.84,0
Devon Smith,North Carolina,TE,76,244,5.07,21,29.5,101,4.46,7.91,0
Jeff Smith,Wyoming,C,76,286,5.23,38,25,102,4.77,7.93,0
Larry Smith,Florida State,DT,77,288,5.12,22,30,111,4.39,7.72,0
Brandon Southward,Colorado,ILB,76,242,4.88,20,30.5,110,4.38,7.49,0
Cameron Spikes,Texas A&M,OG,75,314,5,23,32.5,117,4.36,7.51,0
Derrick Spiller,Texas A&M,TE,74,241,4.63,19,34,115,4.16,7.35,0
Donnie Spragan,Stanford,OLB,76,236,4.95,20,33,113,4.4,7.88,0
Marcus Spriggs,Troy,DT,77,297,5.24,25,27.5,99,4.6,8.05,0
Mike Stanec,Youngstown State (OH),ILB,75,241,4.66,29,38,118,4.34,7.24,0
Aaron Stecker,Western Illinois,RB,70,210,4.84,23,32.5,113,4.17,7,0
Derik Stevenson,BYU,OLB,76,235,4.89,14,31,113,4.3,7.81,0
Gary Stills,West Virginia,OLB,74,238,4.75,23,31.5,116,4.28,7.33,0
Matt Stinchcomb,Georgia,OT,78,306,5.12,29,29,105,4.54,7.79,0
Justin Swift,Kansas State,TE,76,258,4.81,17,33,111,4.15,6.93,0
John Tait,BYU,OT,78,310,5.24,26,29.5,107,4.4,7.48,0
Pene Talamaivao,Utah,DT,76,301,5.5,17,27.5,103,4.77,8.31,0
Ty Talton,Northern Iowa,CB,73,202,4.61,17,39,123,4,6.96,0
Jesse Tarplin,Georgia Tech,DE,74,251,4.88,16,32.5,108,4.41,7.37,0
Myron Terry,Colorado State,FS,74,203,4.72,21,35,117,4.16,7.2,0
Eric Thigpen,Iowa,FS,73,198,4.72,14,35,115,4.26,7.37,0
Randy Thomas,Mississippi State,OG,76,306,5,31,31,107,4.66,7.71,0
Ricky Thompson,Oklahoma State,FS,73,181,4.68,15,36,121,4.32,7.21,0
John Thornton,West Virginia,DT,75,299,5,26,32,111,4.46,8.09,0
Rex Tucker,Texas A&M,OT,77,303,5.23,27,30,106,4.43,7.4,0
Jerame Tuman,Michigan,TE,76,248,4.85,23,33,113,4.2,7.17,0
Brian Uhl,Cincinnati,C,76,294,5.43,14,25,99,4.77,8.04,0
Fred Vinson,Vanderbilt,CB,71,177,4.39,14,36,121,4.17,7.21,0
Brad Ware,Auburn,FS,74,207,4.55,18,37,118,4.25,7.34,0
Damon Washington,Colorado State,RB,71,200,4.53,18,37,114,4.07,7.28,0
Marcus Washington,Colorado,FS,74,219,4.54,16,37,117,4.44,7.4,0
Brian Waters,North Texas,TE,74,281,5,26,32,114,4.63,7.52,0
Chris Watson,Eastern Illinois,CB,73,191,4.34,18,37,124,3.86,6.8,0
Alton Weaver,Oklahoma State,DE,76,296,5.02,17,29.5,106,4.44,7.62,0
Jed Weaver,Oregon,TE,76,246,4.93,19,31,106,4.17,7.16,0
Floyd Wedderburn,Penn State,OT,77,334,5.51,20,24.5,86,5.26,8.75,0
John Welbourn,California,OT,77,317,5.09,24,30,99,4.88,8.14,0
Joe Wesley,Louisiana State,ILB,73,229,4.72,15,33,114,4.29,7.6,0
Devin West,Missouri,RB,73,229,4.53,14,33.5,114,4.04,7.12,0
Chris White,Southern,DT,75,282,5.23,25,29,107,4.71,8.15,1
Aaron Williams,Indiana,DE,77,253,4.79,19,33.5,108,4.34,7.7,1
Clarence Williams,Michigan,RB,69,202,4.71,19,33.5,108,4.15,6.98,0
Parc Williams,Minnesota,OLB,75,239,4.84,14,33,114,4.27,7.25,0
Al Wilson,Tennessee,ILB,73,239,4.56,17,33,116,4.25,7.31,0
Brad Winn,North Texas,OG,77,339,5.59,23,23,87,4.92,8.4,0
Jerry Wisne,Notre Dame,OG,79,306,5.24,30,28,100,4.61,7.6,0
Joe Wong,BYU,OT,78,314,5.68,22,27,100,4.95,8.25,0
Damien Woody,Boston College,C,75,328,5.14,26,28.5,100,4.99,8.21,0
Mark Word,Jacksonville State (AL),OLB,77,258,4.8,16,31.5,115,4.33,7.44,0
Peppi Zellner,Fort Valley State (GA),DE,77,246,4.72,20,35.5,122,4.49,7.4,0
